id,name,type,address,area,business_area,telephone,location,longitude,latitude,distance_from_center(m),rating,cost,open_time,tags,popularity_score,popularity_level,sales_estimate,featured_comment,comment_length,timestamp,has_real_comment
B0KUZUF7ML,星巴克(天津新华城市广场店),餐饮服务;咖啡厅;星巴克咖啡,咸水沽镇建国大街新华城市广场一层128铺位,津南区,,022-22720956,"117.391692,38.991096",117.391692,38.991096,3901.74,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:20:54,False
B0H1TUH4N4,Pan小姐年糕火锅•炸鸡,餐饮服务;中餐厅;中餐厅,咸水沽镇新华城市广场B1层B30pan小姐年糕火锅炸鸡,津南区,,13370377717,"117.391525,38.991975",117.391525,38.991975,3902.07,4.2,45.00,10:00-21:30,,8.4,受欢迎,中高,,0,2025-12-05 22:19:32,False
B0FFKHV7IN,知香烧烤,餐饮服务;中餐厅;中餐厅,新慧路68号,津南区,,18920035342,"117.385430,39.004682",117.38543,39.004682,3902.44,4.3,71.00,09:00-02:00,,9.6,受欢迎,中高,,0,2025-12-05 22:18:13,False
B0FFK5DRVC,吉野家(新华广场店),餐饮服务;快餐厅;快餐厅,咸水沽镇建国大街与体育场路交口新华城市广场一层,津南区,,022-88511235,"117.391543,38.991914",117.391543,38.991914,3902.51,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:53,False
B0G09YNH72,瑞幸咖啡(新华城市广场店),餐饮服务;餐饮相关场所;餐饮相关,咸水沽新华城市广场负一层,津南区,,4000100100,"117.391625,38.991675",117.391625,38.991675,3905.35,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:20:55,False
B0K3ZLDLU4,滇翁·云南酸菜牛肉火锅(新华城市广场店),餐饮服务;中餐厅;火锅店,咸水沽镇新华城市广场三层316-1号,津南区,,无,"117.391753,38.991046",117.391753,38.991046,3906.21,4.5,70.00,11:00-22:00,,10.0,非常受欢迎,高,,0,2025-12-05 22:17:08,False
B0K6ZZTTTH,肯德基(津南新华城市广场店),餐饮服务;快餐厅;肯德基,咸水沽镇建国大街与红旗路交口新华城市广场一层铺位号120号,津南区,,4009200715,"117.391572,38.991999",117.391572,38.991999,3906.51,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:53,False
B0KG35MTXT,夸父炸串(新华城市广场店),餐饮服务;快餐厅;快餐厅,咸水沽镇新华城市广场一层158号商铺3号门门口,津南区,,无,"117.391758,38.991079",117.391758,38.991079,3907.13,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:54,False
B0FFF46FWH,宏福顺涮羊肉(咸水沽店),餐饮服务;中餐厅;火锅店,咸水沽津沽大街和兴府底商8-11号,津南区,,18812622766,"117.392198,38.986645",117.392198,38.986645,3908.97,4.4,78.00,10:00-22:00,,9.8,受欢迎,中高,,0,2025-12-05 22:17:08,False
B0GUKCE32F,DQ(天津新华城市广场店),餐饮服务;冷饮店;冷饮店,咸水沽镇红旗路于南环路交口新华城市广场一层115号,津南区,,022-88511232;17622709103,"117.391680,38.991737",117.39168,38.991737,3911.11,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:18,False
B0LRPRRDO5,老味烧烤(金地艺境店),餐饮服务;中餐厅;特色/地方风味餐厅,金地艺境东北门旁,津南区,,16622943111,"117.346306,39.021459",117.346306,39.021459,3911.49,3.6,[],17:00-01:00,,7.2,一般,中等,,0,2025-12-05 22:18:13,False
B0K3M7U1LV,乐桃桃自助海鲜烤肉火锅(津南新华店),餐饮服务;中餐厅;火锅店,新华城市广场3层330,津南区,,17320026363,"117.391710,38.991610",117.39171,38.99161,3911.51,3.7,83.00,11:00-21:30,,8.4,一般,中等,,0,2025-12-05 22:17:08,False
B0J1NRJS18,瑶小婶街边麻辣串(海教园店),餐饮服务;中餐厅;火锅店,咸水沽镇海河教育园区新慧路42号,津南区,,18920137271,"117.384823,39.005593",117.384823,39.005593,3912.5,4.2,29.00,11:00-22:00,,7.9,受欢迎,中高,,0,2025-12-05 22:17:09,False
B0FFK5MKAT,沪上阿姨·精选茶饮(天津新华城市广场店),餐饮服务;冷饮店;冷饮店,咸水沽镇建国大街152号新华城市广场3楼317号沪上阿姨,津南区,,13820869472;18902108610,"117.391847,38.990970",117.391847,38.99097,3913.13,4.4,14.00,10:00-22:00,,8.3,受欢迎,中高,,0,2025-12-05 22:20:00,False
B0FFKDJRP7,汉堡王(新华城市广场店),餐饮服务;快餐厅;快餐厅,咸水沽镇建国大街北侧新华城市广场54号楼129-1,津南区,,022-88511298;4008988788,"117.391841,38.991129",117.391841,38.991129,3915.0,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:54,False
B0H6CZYYHD,沪上阿姨鲜果茶(天津融创中央学府店),餐饮服务;冷饮店;冷饮店,海河教育园新慧路28号,津南区,,13662150843,"117.384611,39.005923",117.384611,39.005923,3917.53,4.1,24.00,09:00-21:30,,7.7,受欢迎,中高,,0,2025-12-05 22:20:00,False
B0K097291J,韩姐烧饼夹菜,餐饮服务;快餐厅;快餐厅,咸水沽镇宝业馨苑底商29-3右侧,津南区,,13302102288,"117.391005,38.977931",117.391005,38.977931,3917.64,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:54,False
B0FFJC7JRM,庆源成快餐,餐饮服务;快餐厅;快餐厅,八里台镇八里台工业园区建设路1号(西门),津南区,,13820368899,"117.328570,38.954086",117.32857,38.954086,3918.07,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:55,False
B0LUKAKWZJ,纪百万烤肉自助(津南新华广场店),餐饮服务;中餐厅;中餐厅,新华城市广场,津南区,,无,"117.391748,38.991811",117.391748,38.991811,3918.19,4.6,56.00,10:00-22:00,,10.2,非常受欢迎,高,,0,2025-12-05 22:18:14,False
B0FFHGLVQO,久久丫鸭脖(新华城市广场店),餐饮服务;快餐厅;快餐厅,惠安花园西区东北门旁,津南区,,15001099521,"117.391997,38.990505",117.391997,38.990505,3919.46,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:55,False
B0JD9Z1IMZ,18号烧烤,餐饮服务;餐饮相关场所;餐饮相关,海河教育园区新慧路18号,津南区,,15810571681,"117.384469,39.006130",117.384469,39.00613,3920.25,4.2,53.00,11:00-24:00,,9.4,受欢迎,中高,,0,2025-12-05 22:18:14,False
B0KUK1D4WU,MIZILI麦子里(咸水沽店),餐饮服务;糕饼店;糕饼店,咸水沽新华城市广场1层137-1号3号门入口,津南区,,17622701708,"117.391938,38.990931",117.391938,38.990931,3920.35,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:54,False
B0H31HZF4U,谷养元八宝粥家常菜(津南店),餐饮服务;快餐厅;快餐厅,咸水沽镇体育场路与建国大街交叉口新华城市广场底商1号,津南区,,无,"117.392000,38.990892",117.392,38.990892,3925.09,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:55,False
B0HR7SQ7Z4,华莱士·全鸡汉堡(海河教育园),餐饮服务;快餐厅;快餐厅,海河教育园区新慧路46号,津南区,,4008226004,"117.385106,39.005511",117.385106,39.005511,3928.01,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:56,False
B0IKK9Z7B5,越鮨道顿堀(新华城市广场店),餐饮服务;外国餐厅;日本料理,新华城市广场,津南区,,18222598504,"117.391921,38.991765",117.391921,38.991765,3932.17,4.5,77.00,10:00-22:00,,10.0,非常受欢迎,高,,0,2025-12-05 22:19:23,False
B0G2LAL1DX,阿杨集市烤肉火锅一站式体验店,购物服务;购物相关场所;购物相关场所,建国大街惠安花园18号楼底商5门底商增1号,津南区,,15805883222,"117.392163,38.990416",117.392163,38.990416,3932.54,4.1,52.00,,,9.2,受欢迎,中高,,0,2025-12-05 22:17:09,False
B0KRDAEWU1,麦当劳(南华路店),餐饮服务;快餐厅;麦当劳,新祥园北门西150米,津南区,,022-85196427,"117.392316,38.983005",117.392316,38.983005,3936.01,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:56,False
B0K6FRR0ND,肯德基(天津津港公路DT店),餐饮服务;快餐厅;快餐厅,八里台镇津港公路与白万路交口,津南区,,无,"117.321892,38.956697",117.321892,38.956697,3940.39,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:57,False
B0I2BNPNZ3,嘿椰甜品HEYYEBLUE清补凉椰奶冻(辛庄店),餐饮服务;甜品店;甜品店,辛庄镇金地艺境底商41-3(导航千万不要进小区),津南区,,13512985879,"117.345975,39.021822",117.345975,39.021822,3952.37,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:24:29,False
B0FFKXV58A,真功夫推拿足疗(第二分店),餐饮服务;快餐厅;快餐厅|生活服务;洗浴推拿场所;洗浴推拿场所,沽上江南53号楼3号底商,津南区,,无,"117.392494,38.990675",117.392494,38.990675,3964.39,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:57,False
B0FFH2SBXQ,二哥凉皮(惠安花园东区店),餐饮服务;快餐厅;快餐厅,咸水沽津沽路17号惠安花园东区,津南区,,13332066708;13821391857,"117.392577,38.990204",117.392577,38.990204,3965.43,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:57,False
B0H06UGZDU,董记煎饼(融创中央学府店),餐饮服务;快餐厅;快餐厅,达文路46号融创中央学府东区,津南区,,15001161090,"117.385483,39.005909",117.385483,39.005909,3979.46,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:58,False
B0J3ZUXSNU,达达美发(36沽上江南店),餐饮服务;快餐厅;快餐厅,咸水沽镇建国大街与红旗路交口沽上江南城53号楼底商4号,津南区,,15222625251,"117.392700,38.990603",117.3927,38.990603,3981.09,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:58,False
B0FFGG30F8,韩城快餐(新慧路店),餐饮服务;外国餐厅;韩国料理,海河教育园区新慧路底商9号,津南区,,13612155579;13752736336,"117.385129,39.006474",117.385129,39.006474,3988.92,4.4,36.00,09:00-21:00,,8.8,受欢迎,中高,,0,2025-12-05 22:19:32,False
B0FFJD1XRK,庆豪家常菜(融创中央学府东区店),餐饮服务;中餐厅;四川菜(川菜),海河教育园区雅润路知香园28号楼,津南区,,18802270191,"117.384900,39.006911",117.3849,39.006911,4000.23,4.1,[],[],,8.2,受欢迎,中高,,0,2025-12-05 22:18:52,False
B0K14UZNGA,切果NOW((咸水沽店)),餐饮服务;休闲餐饮场所;休闲餐饮场所,咸水沽镇体育场路东北侧惠安花园34-底商2号,津南区,,16622345612,"117.393210,38.988246",117.39321,38.988246,4002.13,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:09,False
B0FFHPSC4X,五湖四海茶行,餐饮服务;茶艺馆;茶艺馆|购物服务;专卖店;专营店,咸水沽镇惠安花园34号楼4号,津南区,,15122662267,"117.393532,38.988239",117.393532,38.988239,4029.87,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:10,False
B0KD55TM6Q,库迪咖啡(中德应用技术大学店),餐饮服务;咖啡厅;咖啡厅,中德应用技术大学L1座餐厅2层(非学校师生无法取餐),津南区,,15502288917,"117.381391,39.010791",117.381391,39.010791,4033.68,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:20:56,False
B0FFG53PP0,老梁烧烤(惠安花园店),餐饮服务;中餐厅;特色/地方风味餐厅,咸水沽惠安花园27号楼底商,津南区,,13752753036,"117.393570,38.990041",117.39357,38.990041,4048.84,4.2,47.00,16:30-24:00,,8.4,受欢迎,中高,,0,2025-12-05 22:18:14,False
B0LRFC7HRH,上海生煎,餐饮服务;快餐厅;快餐厅|餐饮服务;中餐厅;中餐厅,雅润路与新慧路交叉口东120米,津南区,,无,"117.385725,39.007175",117.385725,39.007175,4075.5,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:58,False
B0ID77HRVR,晨辉早餐店,餐饮服务;快餐厅;快餐厅,广建里小区西区东北门旁,津南区,,17645453590,"117.394197,38.985060",117.394197,38.98506,4083.86,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:59,False
B0JBFU4CA9,聚鑫缘烧烤,餐饮服务;中餐厅;中餐厅,新兴南路宝业鑫苑后身头道沟平房,津南区,,15022702912,"117.392378,38.976083",117.392378,38.976083,4085.31,4.4,56.00,16:30-24:00,,9.8,受欢迎,中高,,0,2025-12-05 22:18:15,False
B0IUUMKBPA,羊老赞铜锅涮羊肉(南华路店),餐饮服务;中餐厅;火锅店,南华路32号,津南区,,022-88538588,"117.394111,38.983396",117.394111,38.983396,4086.86,4.7,87.00,10:00-24:00,,10.4,非常受欢迎,高,,0,2025-12-05 22:17:10,False
B0KGP4X3M7,茶百道(天津津南大学城店),餐饮服务;冷饮店;冷饮店,海河教育园区雅润路134号,津南区,,15122116826,"117.386074,39.007219",117.386074,39.007219,4103.09,4.6,18.00,09:00-22:00,,8.7,非常受欢迎,高,,0,2025-12-05 22:20:01,False
B0JATZR186,大树家蛋糕屋(广建里小区东区店),餐饮服务;糕饼店;糕饼店,咸水沽镇广建里15号楼底商,津南区,,13512402270,"117.394442,38.985206",117.394442,38.985206,4104.52,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:54,False
B0KG9S5FWH,新疆阿卜杜兄弟烧烤店(津南区分店),餐饮服务;中餐厅;清真菜馆|餐饮服务;中餐厅;特色/地方风味餐厅,咸水沽镇兴旺居9号楼底商2号,津南区,,15510953171,"117.394241,38.989975",117.394241,38.989975,4105.79,4.1,35.00,16:00-03:00,,8.2,受欢迎,中高,,0,2025-12-05 22:18:15,False
B0KUODTNR4,渔贝鲜,餐饮服务;外国餐厅;日本料理,广建里16号楼,津南区,,15620687975;15620687976,"117.394486,38.984960",117.394486,38.98496,4109.21,3.8,35.00,10:00-21:30,,7.6,一般,中等,,0,2025-12-05 22:19:23,False
B0K3UDNORN,大魁独一处火锅鸡,餐饮服务;中餐厅;火锅店,咸水沽镇南华路34号,津南区,,无,"117.394411,38.983371",117.394411,38.983371,4112.92,4.3,49.00,12:00-23:00,,8.6,受欢迎,中高,,0,2025-12-05 22:17:10,False
B0LUCUU8QG,聚鑫源兄弟烧烤店,餐饮服务;中餐厅;特色/地方风味餐厅,辛庄镇大三元院内67号,津南区,,无,"117.356290,39.022675",117.35629,39.022675,4125.57,3.7,[],[],,7.4,一般,中等,,0,2025-12-05 22:18:16,False
B0LDDZGXXL,幸运咖(现代职业店),餐饮服务;餐饮相关场所;餐饮相关,天津现代职业技术学院第二食堂2层,津南区,,13612013889,"117.365490,39.020519",117.36549,39.020519,4129.12,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:20:56,False
B0LAYUYZIU,库迪咖啡(津南汇鑫源店),餐饮服务;咖啡厅;咖啡厅,建设二支路2号,津南区,,13752397802,"117.327762,38.952264",117.327762,38.952264,4131.62,4.0,14.00,07:00-19:00,,7.5,受欢迎,中高,,0,2025-12-05 22:20:57,False
B0LRR9L3BU,青岛啤酒鲜酒吧,体育休闲服务;娱乐场所;酒吧,辛庄镇鑫盛商业街71号楼1-7层6号-4,津南区,,无,"117.351744,39.023360",117.351744,39.02336,4142.99,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:05,False
B0JUZZ2K8P,库迪咖啡(中德技术大学南门店),餐饮服务;咖啡厅;咖啡厅,海河教育园区雅润路124号融创中央学府28号楼临街底商,津南区,,17726087608,"117.386559,39.007309",117.386559,39.007309,4143.31,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:20:57,False
B0L2BLLYT9,9.8 COFFEE,餐饮服务;咖啡厅;咖啡厅,八里台镇建设路与津港公路交口商铺A-7号商铺,津南区,,无,"117.327522,38.952224",117.327522,38.952224,4144.07,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:20:58,False
B0FFLLK50X,羊老赞铜锅涮羊肉烧烤(南华路店),餐饮服务;中餐厅;火锅店,咸水沽镇丰收路5号-1层,津南区,,022-88538588;15122158169,"117.394743,38.982938",117.394743,38.982938,4145.59,4.4,83.00,11:00-02:00,,9.8,受欢迎,中高,,0,2025-12-05 22:17:10,False
B0FFLEWVBK,老孙头烤串,餐饮服务;中餐厅;中餐厅,津港公路汇鑫源酒店B1B2,津南区,,无,"117.328678,38.951819",117.328678,38.951819,4146.13,3.6,[],[],,7.2,一般,中等,,0,2025-12-05 22:18:16,False
B0FFLG4BMR,集遇火锅鸡(八里台店),餐饮服务;中餐厅;火锅店,八里台镇汇鑫源酒店旁,津南区,,18222500056,"117.328631,38.951825",117.328631,38.951825,4147.06,3.5,[],[],,7.0,一般,中等,,0,2025-12-05 22:17:11,False
B0K147WRT7,街里香·吊炉烤羊排(咸水沽店),餐饮服务;餐饮相关场所;餐饮相关,丰收路与南华路交叉口正南方向40米左右,津南区,,无,"117.394780,38.982858",117.39478,38.982858,4149.59,4.1,56.00,[],,9.2,受欢迎,中高,,0,2025-12-05 22:18:16,False
B0LGUZ508L,半亩面包,餐饮服务;糕饼店;糕饼店,海河教育园区雅润路120号,津南区,,13642183831,"117.386609,39.007355",117.386609,39.007355,4149.76,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:55,False
B0HRDXXMA9,烤冷面(聚合店),餐饮服务;快餐厅;快餐厅,新旭园北门西150米,津南区,,18302255419,"117.394795,38.982922",117.394795,38.982922,4150.23,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:59,False
B0L1TC460H,佳琳儿快餐盒饭(辛庄店),餐饮服务;快餐厅;快餐厅,辛庄镇鑫盛商业街平凡道71号,津南区,,无,"117.351349,39.023492",117.351349,39.023492,4154.35,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:22:59,False
B0KG9B31TQ,周记碳烤羊腿,餐饮服务;中餐厅;中餐厅,辛庄镇鑫旺里商业街71-4,津南区,,15222444196;15802253747,"117.351522,39.023481",117.351522,39.023481,4154.52,4.3,20.00,11:00-02:30,,8.1,受欢迎,中高,,0,2025-12-05 22:18:17,False
B0KKPCCBMX,虎儀洋缘涮肉馆,餐饮服务;中餐厅;火锅店,咸水沽镇丰收路五号如家商旅旁边,津南区,,13820149509,"117.394861,38.982763",117.394861,38.982763,4157.54,4.4,57.00,10:00-22:00,,9.8,受欢迎,中高,,0,2025-12-05 22:17:11,False
B0LDJAWEN3,阿水大杯茶(天津海教园店),餐饮服务;冷饮店;冷饮店,海河教育园区和香园雅润路112号中德学院南门对面招聘全职🌹浩达台球二楼入口🎱,津南区,,13132512347,"117.386799,39.007267",117.386799,39.007267,4157.83,4.3,12.00,10:00-22:00,,8.1,受欢迎,中高,,0,2025-12-05 22:20:01,False
B0L6N75KD3,华莱士·全鸡汉堡(鑫旺里店),餐饮服务;快餐厅;快餐厅,辛庄鑫旺里商业街72号楼底商,津南区,,13302069296,"117.350846,39.023689",117.350846,39.023689,4172.46,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:00,False
B0KAR47YQL,津南老店炭锅涮羊肉,餐饮服务;中餐厅;火锅店,鑫旺里小区北区西南门东270米,津南区,,无,"117.352111,39.023611",117.352111,39.023611,4174.02,3.4,[],[],,6.8,较少人,低,,0,2025-12-05 22:17:11,False
B0L1NCX20A,荡古里·小火锅(鑫盛商业街店),生活服务;生活服务场所;生活服务场所,辛庄镇鑫盛商业街72-3、72-4号,津南区,,无,"117.350652,39.023748",117.350652,39.023748,4177.69,4.3,35.00,,,8.6,受欢迎,中高,,0,2025-12-05 22:17:12,False
B0G3VBA2AK,瑞幸咖啡(津南大学城店),餐饮服务;咖啡厅;咖啡厅,雅润路中央学府-五期,津南区,,4000100100,"117.386983,39.007417",117.386983,39.007417,4180.35,4.2,[],09:00-21:00,,8.4,受欢迎,中高,,0,2025-12-05 22:20:59,False
B0JUYBAPEI,蜜雪冰城(融创中央学府东区店),餐饮服务;冷饮店;冷饮店,达文路46号融创中央学府东区,津南区,,13342018997,"117.387092,39.007382",117.387092,39.007382,4185.96,4.4,13.00,08:30-22:00,,8.3,受欢迎,中高,,0,2025-12-05 22:20:01,False
B0H39CRTIE,刚刚烧烤·江湖菜鸽子王(辛庄店),餐饮服务;中餐厅;特色/地方风味餐厅,辛庄镇平凡道鑫盛商业街70号楼-3,津南区,,15022444678;18722332960,"117.351938,39.023753",117.351938,39.023753,4188.16,4.6,65.00,14:00-02:00,,10.2,非常受欢迎,高,,0,2025-12-05 22:18:17,False
B0K0RSOHJT,康先生麻辣猪蹄火锅(辛庄店),餐饮服务;中餐厅;火锅店,辛庄镇鑫盛商业街平凡道70-1号,津南区,,15256368850,"117.351755,39.023812",117.351755,39.023812,4193.1,4.5,[],10:00-03:00,,9.0,非常受欢迎,高,,0,2025-12-05 22:17:12,False
B0LUU7PE1G,徐小胖每日鲜卤自选拌菜,餐饮服务;快餐厅;快餐厅,鑫旺里小区南区,津南区,,无,"117.349905,39.023959",117.349905,39.023959,4196.7,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:01,False
B0HG1HTEYK,茶仙子,餐饮服务;茶艺馆;茶艺馆|餐饮服务;冷饮店;冷饮店,咸水沽镇紫江馨苑底商11-1,津南区,,无,"117.395571,38.986393",117.395571,38.986393,4200.32,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:21:37,False
B0LAUP004F,友家火锅鸡·羊蝎子,餐饮服务;中餐厅;火锅店,辛庄镇鑫旺里商业街69号-03商铺,津南区,,无,"117.351395,39.023931",117.351395,39.023931,4203.33,4.3,35.00,11:00-23:00,,8.6,受欢迎,中高,,0,2025-12-05 22:17:13,False
B0L1SLROSX,东北印象烧烤 平凡道店,餐饮服务;中餐厅;特色/地方风味餐厅,鑫旺里小区北区西南门东170米,津南区,,18526775666,"117.351292,39.023966",117.351292,39.023966,4206.41,4.1,[],11:00-02:00,,8.2,受欢迎,中高,,0,2025-12-05 22:18:18,False
B0KUU6TT2O,巧姐鞑鞑碳烤羊腿(辛庄店),餐饮服务;中餐厅;中餐厅,鑫旺里小区南区东北门东160米,津南区,,无,"117.351058,39.024023",117.351058,39.024023,4210.98,3.9,77.00,[],,8.8,一般,中等,,0,2025-12-05 22:18:18,False
B0JU7DPZA6,牧海市集海鲜烤肉,餐饮服务;中餐厅;中餐厅,鑫旺里小区北区西南门东150米,津南区,,15222899826,"117.351108,39.024029",117.351108,39.024029,4212.0,4.2,[],11:00-24:00,,8.4,受欢迎,中高,,0,2025-12-05 22:18:18,False
B0G191CNEC,超越火锅鸡(鑫旺里小区店),餐饮服务;中餐厅;火锅店,鑫旺里小区北区西南门东南120米,津南区,,无,"117.350824,39.024052",117.350824,39.024052,4212.54,3.4,[],[],,6.8,较少人,低,,0,2025-12-05 22:17:13,False
B0L1376KSN,豆馋熊多料炸鸡店,餐饮服务;快餐厅;快餐厅,鑫旺里商业街68号,津南区,,无,"117.350187,39.024128",117.350187,39.024128,4216.99,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:01,False
B0FFHVDRL9,九号屯铁锅炖火锅鸡(暂停营业),餐饮服务;中餐厅;中餐厅,鑫旺里小区北区西南门东130米,津南区,,无,"117.350926,39.024091",117.350926,39.024091,4217.57,3.7,30.00,05:00-02:00,,7.4,一般,中等,,0,2025-12-05 22:17:14,False
B0FFFR5OC8,大建海鲜烧烤,餐饮服务;中餐厅;特色/地方风味餐厅,辛庄镇鑫旺里小区69号,津南区,,15900320640;18222500076,"117.350905,39.024098",117.350905,39.024098,4218.2,4.1,84.00,[],,9.2,受欢迎,中高,,0,2025-12-05 22:18:19,False
B0LANMM2HB,蜜雪冰城(鑫盛商务中心店),餐饮服务;冷饮店;冷饮店,鑫盛商务中心东北门旁,津南区,,13072285076,"117.349235,39.024205",117.349235,39.024205,4220.92,3.8,[],09:30-21:30,,7.6,一般,中等,,0,2025-12-05 22:20:02,False
B0LGUDDY81,海鲜烧烤2楼,餐饮服务;中餐厅;特色/地方风味餐厅,平凡道与鑫盛路交叉口东南200米,津南区,,无,"117.349090,39.024272",117.34909,39.024272,4227.81,0.4,[],[],,0.8,较少人,低,,0,2025-12-05 22:18:19,False
B0KRGDQX1U,凉so so炒酸奶,餐饮服务;冷饮店;冷饮店,达文路46号融创中央学府东区,津南区,,无,"117.387567,39.007546",117.387567,39.007546,4230.19,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:18,False
B0H0MUL6A8,蜜雪冰城(辛庄店),餐饮服务;冷饮店;冷饮店,鑫旺里74号楼,津南区,,无,"117.350460,39.024242",117.35046,39.024242,4231.25,4.4,9.00,09:30-21:00,,8.3,受欢迎,中高,,0,2025-12-05 22:20:02,False
B0L6GAXS1H,丰挞挞可颂蛋挞甜品店,餐饮服务;甜品店;甜品店,南华路34号,津南区,,无,"117.395796,38.983412",117.395796,38.983412,4231.92,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:24:30,False
B0LBZ9RV5C,品氧森林氧吧茶馆,餐饮服务;茶艺馆;茶艺馆,辛柴路与津沽公路交叉口东80米,津南区,,无,"117.358075,39.023375",117.358075,39.023375,4234.19,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:21:38,False
B0G3DGZ400,大肚水饺(鑫旺里店),餐饮服务;快餐厅;快餐厅,辛庄镇鑫旺里小区68号楼商铺-4号,津南区,,13622007512,"117.350269,39.024279",117.350269,39.024279,4234.21,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:02,False
B0FFLICNG9,起德顺小吃,餐饮服务;快餐厅;快餐厅,大芦庄路与津歧公路交叉口西380米,津南区,,无,"117.385795,38.962903",117.385795,38.962903,4245.29,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:02,False
B0G0VGK32T,道味板面牛杂面(辛庄店),餐饮服务;快餐厅;快餐厅,辛庄镇鑫盛商业街75-12-01-01号,津南区,,15822781592,"117.348460,39.024469",117.34846,39.024469,4247.7,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:02,False
B0HK9U1NOQ,天津手尚工夫茶楼,生活服务;洗浴推拿场所;洗浴推拿场所,辛庄镇沽上木业1号,津南区,,13706991919,"117.357845,39.023588",117.357845,39.023588,4252.83,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:21:38,False
B0FFLLE5NF,杨记炝面馒头房(金角农贸市场店),餐饮服务;快餐厅;快餐厅,泰丰路与津港辅道交叉口东60米,津南区,,13884690689;17822000813,"117.333043,38.949587",117.333043,38.949587,4254.76,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:03,False
B0FFLJMU9V,宝华包子铺(金角农贸市场店),餐饮服务;快餐厅;快餐厅,泰丰路与津港辅道交叉口东60米,津南区,,19822146786,"117.333126,38.949476",117.333126,38.949476,4264.58,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:03,False
B0FFL6PND0,登丰包子铺(金角农贸市场店),餐饮服务;快餐厅;快餐厅,金角农贸水果蔬菜批发市场外51号,津南区,,18526190995,"117.333025,38.949480",117.333025,38.94948,4266.62,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:03,False
B0KD7NTUSL,忆品香缘过桥米线黄焖鸡,餐饮服务;快餐厅;快餐厅,辛庄镇平凡道67号,津南区,,18322494656;18920636780,"117.349129,39.024666",117.349129,39.024666,4271.72,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:04,False
B0LB318VMF,罗大壮东北麻辣烫米线,餐饮服务;餐饮相关场所;餐饮相关,津港公路679号,津南区,,无,"117.332445,38.949534",117.332445,38.949534,4275.32,4.2,[],[],,8.4,受欢迎,中高,,0,2025-12-05 22:18:20,False
B0FFGHQ1DB,天津市津南区浓情蛋糕店,餐饮服务;糕饼店;糕饼店,辛庄镇鑫盛商业街67-5浓情蛋糕店,津南区,,022-28593006;13302077970;13820612132,"117.348845,39.024761",117.348845,39.024761,4281.28,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:55,False
